Stock,yr,ct,bt
SMAIOTC_scaledCPUE_POR,1995,885.776137828827,NA
SMAIOTC_scaledCPUE_POR,1996,1194.06840229034,NA
SMAIOTC_scaledCPUE_POR,1997,1379.5224801302,NA
SMAIOTC_scaledCPUE_POR,1998,1358.17245207727,NA
SMAIOTC_scaledCPUE_POR,1999,1983.0275233984,NA
SMAIOTC_scaledCPUE_POR,2000,1557.77338039875,1.10311284
SMAIOTC_scaledCPUE_POR,2001,1143.3092675209,0.7441634241
SMAIOTC_scaledCPUE_POR,2002,1234.45371110365,0.4192607004
SMAIOTC_scaledCPUE_POR,2003,1846.35348986462,1.053501946
SMAIOTC_scaledCPUE_POR,2004,2291.74830244482,0.2587548638
SMAIOTC_scaledCPUE_POR,2005,2649.98035315424,0.6293774319
SMAIOTC_scaledCPUE_POR,2006,1881.04647853971,1.112840467
SMAIOTC_scaledCPUE_POR,2007,1632.52846074104,0.9747081712
SMAIOTC_scaledCPUE_POR,2008,1528.54603946954,0.7091439689
SMAIOTC_scaledCPUE_POR,2009,1194.5243979767,0.7383268482
SMAIOTC_scaledCPUE_POR,2010,1690.73558026552,0.9036964981
SMAIOTC_scaledCPUE_POR,2011,1722.82001930475,1.006809339
SMAIOTC_scaledCPUE_POR,2012,1706.35607042909,1.471789883
SMAIOTC_scaledCPUE_POR,2013,1952.56309902668,1.186770428
SMAIOTC_scaledCPUE_POR,2014,2063.32147607207,1.286964981
SMAIOTC_scaledCPUE_POR,2015,1731.4980776906,1.444552529
SMAIOTC_scaledCPUE_POR,2016,2243.54581966996,1.242217899
SMAIOTC_scaledCPUE_POR,2017,2189.08798413724,1.19844358
SMAIOTC_scaledCPUE_POR,2018,1692.83368765004,1.515564202
